cantor,code,titulo
Padre Fábio de Melo ,7650,NOITES TRAIÇOEIRAS
Padre Fábio de Melo ,1248,DEUS É CAPAZ 
Padre Fábio de Melo ,4078,ERGUEI AS MÃOS
Padre Fábio de Melo ,4328,O VIRA DE JESUS
Padre Fábio de Melo ,4356,IÊ IÊ IÊ DE JESUS
Padre Fábio de Melo ,6290,ELE ESTÁ PRA CHEGAR
Padre Fábio de Melo - André Leono,15588,PRECE
Padre Marcelo Rossi,1873,NOITE FELIZ
Padre Marcelo Rossi,15670,O ÓDIO NÃO VENCE O AMOR
Padre Marcelo Rossi,15779,O DOM DO AMOR (A MULHER ADÚLTERA)
Padre Marcelo Rossi - Belo,15573,HOJE LIVRE SOU
Padre Marcelo Rossi E Bruno E Marrone,7651,NOSSA SENHORA DO BRASIL
Padre Zezinho,1789,MEU BOM JOSÉ
Padre Zezinho,1999,ORAÇÃO PELA FAMÍLIA
Padre Zezinho,2677,MÃE DO CÉU MORENA
Padre Zezinho,2738,PRA QUE EU SAIBA PERDOAR
Padre Zezinho,2777,UM CORAÇÃO PARA AMAR
Padre Zezinho,15453,DE LÁ DO INTERIOR
Padre Zezinho,15516,UTOPIA
Padre Zezinho,15671,O POVO DE DEUS
Padre Zezinho,15702,MARIA DE NAZARÉ
PadreMarcelo E Chitãozinho E Xororó,6025,PARABÉNS PRA JESUS
Pagod'art,6118,TAPA NA CARA
Palavra Cantada,16151,SOPA
Pamela,7884,UM VERSO DE AMOR
Panic At The Disco,19034,I WRITE SINS NOT TRAGEDIES
Panic At The Disco,19037,NINE IN THE AFTERNOON
Paolo,15018,TANTA COISA
Paolo - Cláudia Leitte,16332,TE AMO TANTO
Paolo - Kell Smith,16533,CADÊ O AMOR
Papas da Língua,1144,DISCO ROCK
Papas da Língua,1204,BALADA DO AMOR PERDIDO
Papas da Língua ,1090,"OBA, OBA "
Papas Na Língua,7355,EU SEI
Papas Na Língua,7679,PRA GENTE PASSEAR
Papas Na Língua,7563,BLUSINHA BRANCA
Papas na Língua,7992,LUA CHEIA
Papas na Língua,9474,MARY JANE
Papas na Língua,9512,PEQUENO GRANDE AMOR
Papas na Língua,9901,UM DIA DE SOL
Paquitas,2671,FADA MADRINHA
Parabéns A Você,3205,PARABÉNS A VOCÊ
Paralamas Do Sucesso,7317,CINEMA MUDO
Paralamas Do Sucesso,7449,SKA
Paralamas Do Sucesso,7310,CALEIDOSCÓPIO
Paralamas Do Sucesso,7444,SERÁ QUE VAI CHOVER
Paralamas Do Sucesso,7468,TRAC TRAC
Paralamas Do Sucesso,7313,CAPITÃO DE INDÚSTRIA
Paralamas Do Sucesso,7461,TENDO A LUA
Paralamas do Sucesso,1001,A LHE ESPERAR
Paralamas do Sucesso,1170,MEU SONHO
Paralamas Do Sucesso,3571,LA BELLA LUNA
Paralamas Do Sucesso,3281,UMA BRASILEIRA
Paralamas Do Sucesso,3532,O BECO
Paralamas Do Sucesso,3526,LANTERNA DOS AFOGADOS
Paralamas Do Sucesso,3149,MELÔ DO MARINHEIRO
Paralamas Do Sucesso,3195,ÓCULOS
Paralamas do Sucesso,15150,SABER AMAR
Paralamas do Sucesso,15515,UM PEQUENO IMPREVISTO
Paralamas do Sucesso,15804,ALAGADOS
Paralamas do Sucesso,16066,ME LIGA
Paralamas Do Sucesso,3602,A NOVIDADE
Paralamas Do Sucesso,3667,LOURINHA BOMBRIL
Paralamas Do Sucesso,3688,VOCÊ
Paralamas Do Sucesso,3769,ROMANCE IDEAL
Paralamas Do Sucesso,3992,BUSCA VIDA
Paralamas Do Sucesso,3997,ELA DISSE ADEUS
Paralamas Do Sucesso,4388,ASSALTARAM A GRAMÁTICA
Paralamas Do Sucesso,6046,AONDE QUER QUE EU VÁ
Paralamas Do Sucesso,6199,VITAL E SUA MOTO
Paralamas Do Sucesso,6501,O CALIBRE
Paralamas Do Sucesso,6530,CUIDE BEM DO SEU AMOR
Paralamas Do Sucesso,6591,SEGUINDO ESTRELAS
Paralamas Do Sucesso,6945,NA PISTA
Paralamas Do Sucesso,3155,MEU ERRO
Paralamas Do Sucesso (Com Frejat),6719,UNS DIAS
Paramore,2543,"CRUSH, CRUSH, CRUSH"
Paramore,2557,THE ONLY EXCEPTION
Paramore,19399,THAT'S WHAT YOU GET
Parangolé,1398,REBOLATION
Parangolé,1756,TCHUBIRABIROM
Parangolé,15876,TCHUCO NO TCHACO
Passenger,19218,LET HER GO
Pat Benatar,2588,FIRE AND ICE
Pat Benatar,19252,HEARTBREAKER
Pat Boone,4536,LOVE LETTERS IN THE SAND
Patati Patatá,2768,SE VOCÊ QUER SORRIR
Pato Fu,15872,SOBRE O TEMPO
Pato Fu,4309,DEPOIS
Pato Fú,9513,PERDENDO OS DENTES
Pato Fú,9487,NADA ORIGINAL
Pato Fú,15456,EU
Pato Fú,15586,PINGA
Pato Fú,16532,ANTES QUE SEJA TARDE
Pato Fú,6082,ANDO MEIO DESLIGADO
Pato Fú,6210,CANÇÃO PRA VOCÊ VIVER MAIS
Pato Fú,6892,ANORMAL
Patrícia Coelho,6336,MEU SANGUE FERVE POR VOCÊ
Patricia Marx,15136,TE CUIDA MEU BEM
Patrícia Marx,9637,CERTO OU ERRADO
Patrícia Marx,3079,ESPELHO D'ÁGUA
Patrícia Marx,1920,SONHO DE AMOR
Patrícia Marx,6416,FESTA DO AMOR
Patrícia Marx,3226,QUANDO CHOVE
Patrick Dimon,7001,AL DI LA
Patrick Dimon,7002,AMORE SCUSAMI
Patrick Dimon,19187,PIGEON WITHOUT A DOVE
Patrick Hernandez,4690,BORN TO BE ALIVE
Patrick Swayze,4767,SHE’S LIKE THE WIND
Patrulha Do Samba,4335,RALA NO PEZINHO
Patrulha Do Samba,7233,RODOPIÔ
Patti Smith Group,19121,BECAUSE THE NIGHT
Patty Page,4506,CHANGING PARTNERS
Patty Page,4586,I WENT TO YOUR WEDDING
Paul Anka,9042,LONELY BOY
Paul Anka,4758,PUPPY LOVE
Paul Anka,4620,CRAZY LOVE
Paul Anka,4646,PAPA
Paul Anka,4509,DIANA
Paul McCartney,9090,ANOTHER DAY
Paul McCartney,4705,EBONY AND IVORY
Paul McCartney,4746,NO MORE LONELY NIGHTS
Paul Young,4887,EVERYTIME YOU GO AWAY
Paula Abdul,19486,"RUSH, RUSH"
Paula Fernandes,1369,SEM VOCÊ
Paula Fernandes,1435,PÁSSARO DE FOGO
Paula Fernandes,1573,SÓ PENSO EM NÓS
Paula Fernandes,1705,PRA VOCÊ
Paula Fernandes,1711,QUERO SIM
Paula Fernandes,1967,APAIXONADOS PELA LUA
Paula Fernandes,2758,SENSAÇÕES
Paula Fernandes,15169,CUIDAR MAIS DE MIM
Paula Fernandes,15173,EU SEM VOCÊ
Paula Fernandes,15190,SE O CORAÇÃO VIAJAR
Paula Fernandes,15197,UM SER AMOR
Paula Fernandes,15306,NÃO FUI EU
Paula Fernandes,15785,QUEM É
Paula Fernandes,15974,PIRAÇÃO
Paula Fernandes,16033,MINEIRINHA FERVEU
Paula Fernandes,16049,A PAZ DESSE AMOR
Paula Fernandes,16239,TRAIDOR
Paula Fernandes - Chitãozinho e Xororó,15858,PEGANDO LÁGRIMAS
Paula Fernandes e Almir Sater,1145,JEITO DE MATO
Paula Fernandes-Víctor e Léo,1837,NÃO PRECISA
Paula Hunter,7172,MAS QUEM DIRIA
Paula Lima,15572,GAFIEIRA S.A.
Paula Lima,15590,QUERO VER VOCÊ NO BAILE
Paula Lima,16341,MIL ESTRELAS
Paula Toller,9285,MEU AMOR SE MUDOU PRA LUA
Paula Toller,9375,À NOITE SONHEI CONTIGO
Paula Toller,9522,QUEM TOME CONTA DE MIM
Paula Toller,9566,VOCÊ ME GANHOU DE PRESENTE
Paula Toller,1128,DERRETENDO SATÉLITES
Paula Toller,15871,SERÁ QUE EU VOU ME ARREPENDER
Paula Toller,16665,ESSA NOITE SEM FIM
Paulinho da Viola,15625,SINAL FECHADO
Paulinho Da Viola,4315,FOI UM RIO QUE PASSOU EM MINHA VIDA
Paulinho Da Viola,6623,NERVOS DE AÇO
Paulinho Da Viola ,6893,ARGUMENTO
Paulinho Moska,7894,A SETA E O ALVO
Paulinho Moska,9570,VONTADE
Paulinho Moska,9865,QUANTAS VIDAS VOCÊ TEM?
Paulinho Moska,1426,ÍMÃ
Paulinho Moska,2736,PENSANDO EM VOCÊ
Paulinho Moska,15090,O ÚLTIMO DIA
Paulinho Moska,15873,SOMENTE NELA
Paulinho Moska,16293,MINHA LÁGRIMA SALTA
Paulinho Moska,16363,MINHA LÁGRIMA SALTA
Paulo César Baruk,2994,REINA EM MIM
Paulo César Baruk,7862,QUANTO AMOR
Paulo Diniz,7416,PONHA UM ARCO-ÍRIS NA SUA MORINGA
Paulo Diniz,7426,QUERO VOLTAR PRA BAHIA
Paulo Diniz,7573,COMO VOU DEIXAR VOCÊ
Paulo Diniz,1564,E AGORA JOSÉ
Paulo Diniz,15800,VOU-ME EMBORA
Paulo Diniz,3735,UM CHOPP PRA DISTRAIR
Paulo Diniz,3765,PINGOS DE AMOR
Paulo Diniz,6666,O MEU AMOR CHOROU
Paulo Miklos,16284,VOU TE ENCONTRAR
Paulo Miklos,16469,ESTOU PRONTO
Paulo Miklos,6135,HOJE
Paulo Ricardo,3910,DOIS
Paulo Ricardo,4059,TUDO POR NADA
Paulo Ricardo,4231,COMO SE FOSSE A PRIMEIRA VEZ
Paulo Ricardo,6314,SONHO LINDO
Paulo Ricardo ,7892,A CHEGADA
Paulo Sérgio,7388,"MINHAS QUALIDADES, MEUS DEFEITOS"
Paulo Sérgio,7667,PELO AMOR DE DEUS
Paulo Sérgio,1810,VOCÊ PODE ME PERDER
Paulo Sérgio,2680,VEJA
Paulo Sérgio,2731,NEM VEJO A HORA DE VOLTAR AOS BRAÇOS SEUS
Paulo Sérgio,2891,MÁQUINAS HUMANAS
Paulo Sérgio,15038,MEU FILHO DEUS QUE LHE PROTEJA
Paulo Sérgio,15054,NÃO CREIO EM MAIS NADA
Paulo Sérgio,3734,ÚLTIMA CANÇÃO
Paulo Sérgio,4486,NO DIA EM QUE PARTI
Peabo Bryson & Regina Belle,9001,A WHOLE NEW WORLD
Peaches and Herb,9160,REUNITED
Peão Carreiro & Zé Paulo,6811,BERRANTE DA SAUDADE
Peão Carreiro e Zé Paulo,16607,PORTA DO MUNDO
Pearl Jam,9132,LAST KISS
Pearl Jam,9172,SOLDIER OF LOVE
Pearl Jam,5926,JEREMY
Pearl Jam,5874,BLACK
Pearl Jam,19123,BETTER MAN
Pearl Jam,19367,ALIVE
Pearl Jam,19609,DAUGHTER
Pearl Jam ,9257,EVEN FLOW 
Pedagógica,1034,ADO-LE-TA
Pedagógica,1040,CAI CAI BALÃO
Pedagógica,1042,COELHINHO DE OLHOS VERMELHOS
Pedagógica,1049,FUI MORAR NUMA CASINHA
Pedagógica,1051,MEU LANCHINHO
Pedagógica,1052,MEU PINTINHO AMARELINHO
Pedagógica,1056,O SAPO NÃO LAVA O PÉ
Pedagógica,1058,O SÍTIO DO SEU LOBATO
Pedagógica,1061,PIRULITO QUE BATE BATE
Pedagógica,1062,PIUÍ PIUÍ PIUÍ
Pedindo Bis,9578,A GENTE BOTA PRA QUEBRAR
Pedra Letícia,15477,TEOREMA DE CARLÃO
Pedro & Capricious,2308,WAKARE NO ASA
Pedro & Capricious,18251,GOBANGAI NO MARY E
Pedro & Capricious,18257,JOHNNY E NO DENGON
Pedro Barreto,6937,MEDO
Pedro E Thiago,6392,TOQUE DE MÁGICA
Pedro E Thiago,6411,É MELHOR ASSIM
Pedro E Thiago,6584,PRA ONDE VOCÊ FOR (WHEREVER YOU WILL GO)
Pedro Henrique e Fernando - Munhoz e Mariano,15480,VARINHA MÁGICA
Pedro Luís,15214,CAIO NO SUINGUE
Pedro Luís e A Parede,1504,ANIMAL
Pedro Mariano,7628,LUA PRA GUARDAR
Pedro Mariano,9323,QUASE AMOR
Pedro Mariano,2870,NAU
Pedro Mariano,2926,PRA VOCÊ DAR O NOME
Pedro Mariano,2930,SIMPLESMENTE
Pedro Mariano,15343,MIRAGEM
Pedro Mariano,16078,UM POUCO MAIS PERTO
Pedro Mariano,7213,PODE SER
Pedro Mariano,7278,VOCÊ VAI VER
Pedro Mariano,7151,GRANDE AMOR
Pedro Mariano,7247,SÓ CHAMAR
Pedro Mariano,7279,VOZ NO OUVIDO
Pedro Nassif,1534,NÃO CUSTA TENTAR
Pedro Paulo & Mateus,1531,"MINTA, FINJA"
Pedro Paulo & Mateus,1630,SAUDADE
Pedro Paulo e Matheus,1452,EU VOU TE BUSCAR
Peggy Hayama,18440,YOAKE NO MELODY
Peggy Lee,4529,JOHNNY GUITAR
Peixelétrico,6218,FELICIDADE
Pena Branca E Xavantinho,6480,VIOLA QUEBRADA
Penélope,7976,HOLIDAY
Penélope,2836,NAMORINHO DE PORTÃO
Peninha,9588,ABRE CORAÇÃO
Peninha,3936,SONHOS
Peninha,4050,QUAL CARÍCIA
Peninha,4177,SÓ EU E VOCÊ
Peninha,4359,MATEMÁTICA
Peninha,4464,ARREPIA
Peninha,7055,AMO VOCÊ
Pepê E Nenem,6015,ESPERANDO PRA TE AMAR
Pepê E Nenêm,4121,MANIA DE VOCÊ
Pepê E Nenêm,4200,MAIS UMA VEZ
Pepê E Nenêm,4324,NA MAIOR
Pepê E Nenêm,4401,NADA ME FAZ  ESQUECER
Pepeu Gomes,7345,E FOI ASSIM
Pepeu Gomes,7409,PEDRA NÃO É GENTE AINDA
Pepeu Gomes,7386,MIL E UMA NOITES DE AMOR
Pepeu Gomes,3256,SEXY YEMANJÁ
Pepeu Gomes,6926,IMPRESSÃO DIGITAL
Pepeu Gomes,7173,MASCULINO E FEMININO
Peppino Di Capri,3681,ROBERTA
Peppino Di Capri,3830,CHAMPAGNE
Pequena Sereia - Sebastião,7509,AQUI NO MAR
Percy Sledge,4801,WHEN A MAN LOVES A WOMAN
Peri Ribeiro,1312,SAMBA DO AVIÃO
Peri Ribeiro,3010,ALGUÉM COMO TU
Pericles,16666,NINGUEM AMA
Péricles,15415,LINGUAGEM DOS OLHOS
Péricles,15474,SE EU LARGAR O FREIO
Péricles,16060,FINAL DE TARDE
Péricles,16459,"DANÇA DO BOLE, BOLE"
Perla,16589,POMBINHA BRANCA
Perla ,4452,PEQUENINA
Perlla e Belo,7939,DEPOIS DO AMOR
Perry Como,4564,AND I LOVE YOU SO
Pet Shop Boys,5852,A DIFFERENT POINT OF VIEW
Pet Shop Boys,5854,A MAN COULD GET ARRESTED
Pet Shop Boys,9991,WEST END GIRLS
Pet Shop Boys,5924,IT'S A SIN
Pet Shop Boys,19288,GO WEST
Peter Cetera,4894,GLORY OF LOVE
Peter Frampton,9123,I'M IN YOU
Peter Frampton,2542,BREAKING ALL THE RULES
Peter Frampton,19415,SHOW ME THE WAY
Peter Frampton ,9204,BABY I LOVE YOUR WAY 
Peter Gabriel,9138,MERCY STREET
Peter Schilling,19261,MAJOR TOM (COMING HOME)
Peter Tosh,19449,JOHNNY B. GOODE
"Peter, Paul and Mary",4501,500 MILES
"Peter, Paul and Mary",4648,PUFF
PG,2978,EU VOU PASSAR PELA CRUZ
PG,2984,MEU UNIVERSO
PG,2992,QUEM SOU EU
PG,7864,QUERO SER TEU AMIGO
PG,7858,POSSO OUVIR
Pharrell Williams,19177,HAPPY
PHD ,9225,I WON'T LET YOU DOWN 
Phil Collins,4845,TAKE A LOOK AT ME NOW (AGAINST  ALL ODDS)
Phil Collins,4998,YOU'LL BE IN MY HEART
Phil Collins,19461,DO YOU REMEMBER
Phil Collins,4680,ANOTHER DAY IN PARADISE
Phil Collins,4751,ONE MORE NIGHT
Philip Bailey & Phil Collins,9024,EASY LOVER
Phillip Phillips,19944,HOME
Pholhas,4946,MY MISTAKE
Pholhas,2536,SHE MADE ME CRY
Pholhas ,9258,FOREVER 
Pimpinela,2740,SIGA SEU RUMO
Pink,19016,RAISE YOUR GLASS
Pink,19050,DON'T LET ME GET ME
Pink,19052,FUCKIN' PERFECT
Pink,19069,SO WHAT
Pink,19154,WHO KNEW
Pink,19195,TRY
Pink,19250,GET THE PARTY STARTED
Pink,19778,WHAT ABOUT US
Pink - Nate Ruess,19184,JUST GIVE ME A REASON
Pink & Killers,2219,KOI NO KISETSU
Pink Floyd,9006,ANOTHER BRICK IN THE WALL
Pink Floyd,19358,WISH YOU WERE HERE
Pink Floyd,19430,COMFORTABLY NUMB
Pino Donaggio,7010,COME SINFONIA
Pique Novo,1169,LIGANDO OS FATOS
Pique Novo,1701,PELÚCIA
Pique Novo,15689,EM CADA ESQUINA
Pique Novo,15734,LUZ
Pique Novo,15905,LUGARES
Pique Novo,6008,CHEGA DE SOFRER
Pique Novo,6315,TODO MUNDO SABE QUE EU TE AMO
Pique Novo,6519,UMA ESTRELA
Pique Novo,7131,EU TENHO MUITO MAIS
Pirilampo E Saracura,3694,BOIADEIRO ERRANTE
Pirilampo E Saracura,3460,CABECINHA NO OMBRO
Pitbull - Kesha,19237,TIMBER
Pitty,1985,ADMIRÁVEL CHIP NOVO
Pitty,2676,FRACASSO
Pitty,2709,ME ADORA
Pitty,2715,NA SUA ESTANTE
Pitty,2830,DÈJÁ VU
Pitty,2853,MÁSCARA
Pitty,2835,MEMÓRIAS
Pitty,15438,TETO DE VIDRO
Pitty,16126,DÊ UM ROLÊ
Pitty,16234,SERPENTE
Pitty,6695,EQUALIZE
Pixies,19102,HERE COMES YOUR MAN
Pixote,9688,INSEGURANÇA
Pixote,9698,MEU AMOR
Pixote,15915,PROIBIDO É MAIS GOSTOSO
Pixote,16497,SAUDADE ARREGAÇA
Pixote,4438,FRENESI
Pixote,6099,FRANQUEZA
Pixote,6136,IDEM
Pixote,6264,O AMOR NÃO TEM CULPA
Pixote,6296,LOUCURAS DE QUEM AMA
Placa Luminosa,7724,VELHO DEMAIS
Placa Luminosa,4012,SEGREDO
Placa Luminosa,4081,FICA COMIGO
Placa Luminosa,6379,MAIS UMA VEZ
Planta E Raiz,7712,TÔ NO BARATO
Planta e Raiz - Chorão,2706,GUETO DO UNIVERSO
Planta e Raiz - Claudia Leitte,15110,FLORES NO MEU JARDIM
Planta e Raiz - Tati Portella,15378,LINDA
Platters,5944,MY PRAYER
Platters,4769,SMOKE GETS IN YOUR EYES
Platters,4785,THE GREAT PRETENDER
Platters,4543,ONLY YOU
Plebe Rude,6048,ATÉ QUANDO ESPERAR
Pointer Sisters,9125,I'M SO EXCITED
Poison,19797,UNSKINNY BOP
Polegar,1825,DÁ PRA MIM
Polegar,15874,SOU COMO SOU (SOY COMO SOY)
Polegar,15937,ELA NÃO LIGA (SOY UN DESASTRE)
Police,9106,EVERY LITTLE THING SHE DOES IS MAGIC
Police,4763,ROXANNE
Police,4576,EVERY BREATH YOU TAKE
Pollo - Fernanda Chagas,15354,TRAMA
Pollo - Levi Lima,15693,GÊNIO DA LÂMPADA
Pollo-Ivo Mozart,15198,VAGALUMES
Post Malone - Swae Lee,19940,SUNFLOWER
Pr. Jairinho,2458,MAIOR É DEUS
Premeditando o Breque,2816,"SÃO PAULO, SÃO PAULO"
Preta Gil,7601,"EU E VOCÊ, VOCÊ E EU"
Preta Gil,9539,SUAVE
Preta Gil,15483,ANDARAÍ
Preta Gil,6676,SINAIS DE FOGO
Preta Gil - Gal Costa,16295,VÁ SE BENZER
Preta Gil - Israel Novaes,15939,ESCULACHO
Pretenders,9008,BACK ON THE CHAIN GANG
Pretenders (The),19294,I'LL STAND BY YOU
Pretenders (The),19651,DON'T GET ME WRONG
Preto No Branco,3369,MARAVILHOSA  
Prince,19258,KISS
Prince - The Revolution,19303,PURPLE RAIN
Priscilla e Yudi,2827,CARRO-CÉU
Procol Harum,4666,A WHITER SHADE OF PALE
Projota,16058,ELA SÓ QUER PAZ
Projota - Anavitória,16225,LINDA
Projota - Marcelo D2,16127,ELAS GOSTAM ASSIM
Projota - Marlos Vinicius,15579,MULHER
Projota - Negra Li,15854,O HOMEM QUE NÃO TINHA NADA
Psirico,15325,CHUPETA
Psirico,15344,MULHER BRASILEIRA (TODA BOA)
Psirico,15467,LEPO LEPO
Psirico,15837,TEM XHENHENHEM
Psy,19098,GANGNAM STYLE
Psy,19099,GENTLEMAN
Purple Shadows,5179,TIISANA SNACK
Pussycat,19927,MISSISSIPPI
Pussycat Dolls,19287,DON'T CHA
Pussycat Dolls,19436,HUSH HUSH
Pussycat Dolls,19945,I HATE THIS PART
Pussycat Dolls ,9272,STICKWITU 
Quarteto Em Cy / Mpb-4,4271,FALANDO DE AMOR
Quatro Por Um,7767,DIANTE DE TI
Quatro Por Um,7756,CINCO PÃES E DOIS PEIXINHOS
Queen,9017,CRAZY LITTLE THING CALLED LOVE
Queen,4980,THE SHOW MUST GO ON
Queen,4967,SOMEBODY TO LOVE
Queen,4937,LOVE OF MY LIFE
Queen,4988,WE WILL ROCK YOU
Queen,5919,I WANT TO BREAK FREE
Queen,19227,RADIO GA GA
Queen,19370,BOHEMIAN RHAPSODY
Queen,19523,DON'T STOP ME NOW
Queen,19561,A KIND OF MAGIC
Queen,19916,SAVE ME
Queen,19933,FRIENDS WILL BE FRIENDS
Queen,4797,WE ARE THE CHAMPIONS
Queen - David Bowie,19239,UNDER PRESSURE
Queensrÿche,19629,SILENT LUCIDITY
R. Kelly,19105,I BELIEVE I CAN FLY
R.E.M.,19494,SHINY HAPPY PEOPLE
R.E.M.,19634,THE ONE I LOVE
Raça Negra,7372,JÁ PAGUEI O PREÇO
Raça Negra,7947,DOCE PAIXÃO
Raça Negra,7908,ASSIM É O NOSSO AMOR
Raça Negra,1332,BOA SORTE
Raça Negra,3120,JEITO FELINO
Raça Negra,3072,É TARDE DEMAIS
Raça Negra,3231,QUE PENA
Raça Negra,3137,MARAVILHA
Raça Negra,3046,CHEIA DE MANIAS
Raça Negra,3537,PRECISO TER ALGUÉM
Raça Negra,3146,ME LEVA JUNTO COM VOCÊ
Raça Negra,3196,OI (ESTOU TE AMANDO)
Raça Negra,3258,SÓ COM VOCÊ
Raça Negra,3212,PENSANDO EM VOCÊ
Raça Negra,15082,BONITA PAIXÃO (ANJO BOM)
Raça Negra,15425,QUANDO TE ENCONTREI
Raça Negra,15865,RAIVA DE VOCÊ
Raça Negra,3634,PRECISO DESSE AMOR
Raça Negra,4052,SERÁ
Raça Negra,4246,PERDI VOCÊ
Raça Negra,4310,DEUS ME LIVRE
Raça Negra,6160,VOCÊ NÃO SABE DE MIM
Raça Negra,6234,PROBLEMA MEU
Raça Negra,6900,CHUVA CAI
Raça Negra,7226,PRECISO DAR UM TEMPO
Raça Negra,3049,CIÚME DE VOCÊ
Raça Negra,3083,ESTOU MAL
Raça Negra,3461,CAROLINE
Raça Negra,3463,CIGANA
Raça Negra,3482,O QUE EU FAÇO SEM VOCÊ
Raça Negra,3491,SEU AMOR JÁ TERMINOU
Raça Negra,3494,SOZINHO
Raça Negra,3495,TE QUERO COMIGO
Raça Negra,16609,SOMENTE VOCÊ
Raça Negra E Reginaldo Rossi,6491,DEIXA DE BANCA
Rádio Táxi,7435,SANDUÍCHE DE CORAÇÃO
Rádio Táxi,7729,VOCÊ SE ESCONDE
Rádio Táxi,9563,VIVENDO ILUSÃO
Rádio Táxi,3425,EVA
Rádio Táxi,3956,GAROTA DOURADA
Rádio Táxi,3980,UM AMOR DE VERÃO
Rádio Táxi,7093,COM O RÁDIO LIGADO
Radiohead,19093,CREEP
Radiohead,19096,FAKE PLASTIC TREES
Rael,16128,ENVOLVIDÃO
Rafa e Pipo Marques - Wesley Safadão,16156,TÔ DE BOAÇA
Rag'n'bone Man,19766,INNOCENT MAN
Raimundos,15384,ME LAMBE
Raimundos,15703,MAS VÓ
Raimundos,3879,I SAW YOU SAYING
Raimundos,16449,EU QUERO VER O OCO
Raimundos,4283,MULHER DE FASES
Raimundos,4342,A MAIS PEDIDA
Raimundos,6112,REGGAE DO MANERO
Raiz Coral,7880,TOCOU-ME
Ramones,2502,BLITZKRIEG BOP
Ramones,2520,PET SEMATARY
Ramones,19286,DO YOU REMEMBER ROCK 'N' ROLL RADIO
Ramones,19511,POISON HEART
Ramones,19787,JUDY IS A PUNK
Ramones,19830,ROCK 'N' ROLL HIGH SCHOOL
Ramones,19907,ROCKAWAY BEACH
Ramones,19473,SHEENA IS A PUNK ROCKER
Ramones ,19383,I WANNA BE SEDATED
Rapazolla,7710,TÔ CARENTE E ARROCHA
Rapazolla,7556,AQUI É O SEU LUGAR
Rapazolla,9520,QUAL É
Rapazolla,9544,TE ESPERO NO FAROL
Rapazolla,6849,CORAÇÃO
Rastapé,6123,COLO DE MENINA
Rastapé,6208,BEIJO ROUBADO
Rastapé,6286,AMOR DE RASTAPÉ
Raul Gil,15254,LONAS AZUIS
Raul Sampaio,15188,QUEM EU QUERO NÃO ME QUER
Raul Seixas,7385,MEU AMIGO PEDRO
Raul Seixas,7357,EU TAMBÉM VOU RECLAMAR
Raul Seixas,7682,QUANDO ACABAR O MALUCO SOU EU
Raul Seixas,1676,"LET ME SING, LET ME SING"
Raul Seixas,3327,GITA
Raul Seixas,3133,MALUCO BELEZA
Raul Seixas,3147,MEDO DA CHUVA
Raul Seixas,1841,A VERDADE SOBRE A NOSTALGIA
Raul Seixas,1844,AVE MARIA DA RUA
Raul Seixas,1858,MAS I LOVE YOU
Raul Seixas,1875,ROCK DO DIABO
Raul Seixas,1879,TU ÉS O MDC DA MINHA VIDA
Raul Seixas,1899,O DIA EM QUE A TERRA PAROU
Raul Seixas,1901,BABILINA
Raul Seixas,1915,NÃO PARE NA PISTA
Raul Seixas,1928,OURO DE TOLO
Raul Seixas,1946,MOSCA NA SOPA
Raul Seixas,1947,POR QUEM OS SINOS DOBRAM
Raul Seixas,1952,SÓ PRA VARIAR
Raul Seixas,1989,BABY
Raul Seixas,2662,ABRE-TE SÉSAMO
Raul Seixas,2670,EU SOU EGOÍSTA
Raul Seixas,2672,FAZENDO O QUE O DIABO GOSTA
Raul Seixas,2683,CHECK-UP
Raul Seixas,2690,HOW COULD I KNOW
Raul Seixas,2729,NÃO QUERO MAIS ANDAR NA CONTRAMÃO
Raul Seixas,2732,NO FUNDO DO QUINTAL DA ESCOLA
Raul Seixas,2744,NOVO AEON
Raul Seixas,2749,OS NÚMEROS
Raul Seixas,2764,PEIXUXA O AMIGUINHO DOS PEIXES
Raul Seixas,2766,ROCKIXE
Raul Seixas,2767,S.O.S.
Raul Seixas,2756,SAPATO 36
Raul Seixas,15019,TAPANACARA
Raul Seixas,16083,A HORA DO TREM PASSAR
Raul Seixas,3652,CAPIM GUINÉ
Raul Seixas,3687,TREM DAS 7
Raul Seixas,3760,METAMORFOSE AMBULANTE
Raul Seixas,3897,ROCK DAS ARANHAS
Raul Seixas,4029,COWBOY FORA DA LEI
Raul Seixas,4070,COMO VOVÓ JÁ DIZIA
Raul Seixas,6033,TENTE OUTRA VEZ
Raul Seixas,6161,A MAÇÃ
Raul Seixas,6512,SOCIEDADE ALTERNATIVA
Raul Seixas,6762,AL CAPONE
Raul Seixas,1041,CARIMBADOR MALUCO
Raul Seixas,3089,EU NASCI HÁ DEZ MIL ANOS ATRÁS
Raul Seixas - Marcelo Nova,16144,PASTOR JOÃO E A IGREJA INVISÍVEL
Ray Charles,4824,GEORGIA ON MY MIND
Ray Charles,4519,I CAN'T STOP LOVING YOU
Ray Charles,4554,UNCHAIN MY HEART
Ray Parker Jr.,19576,GHOSTBUSTERS
Raymond Matsuya,18322,AKINADA NO KAZE
Raymond Matsuya,18329,HIUCHI NADA
Raymond Matsuya,18340,KURUSHIMA KAIKYOH
Raymond Matsuya,18390,SHINRA BANSHOH
Rayssa e Ravel,2985,NASCER DE NOVO
Razão Brasileira,3715,NATURALMENTE
Razão Brasileira,3088,EU MENTI
