cantor,code,titulo
Reba McEntire,5904,FOR MY BROKEN HEART
Rebelde,7395,NOSSO AMOR
Rebelde,7594,ENSINA-ME
Rebelde,7143,FIQUE EM SILÊNCIO
Rebeldes,2753,REBELDE PARA SEMPRE
Rebeldes,2927,QUANDO ESTOU DO SEU LADO
Red Hot Chili Peppers,4952,OTHERSIDE
Red Hot Chili Peppers,4962,SCAR TISSUE
Red Hot Chili Peppers,4986,UNDER THE BRIDGE
Red Hot Chili Peppers,19645,BY THE WAY
Red Hot Chilli Peppers,4816,CALIFORNICATION
Reginaldo Rossi,7408,PEDAÇO DE MAU CAMINHO
Reginaldo Rossi,2838,O DIA DO CORNO
Reginaldo Rossi,15682,AMOR AMOR AMOR
Reginaldo Rossi,16075,SE MEU AMOR NÃO CHEGAR
Reginaldo Rossi,16180,ERA DOMINGO
Reginaldo Rossi,4114,GARÇOM
Reginaldo Rossi,4164,"MON AMOUR, MEU BEM, MA FEMME"
Reginaldo Rossi,4234,EU DEVIA TE ODIAR
Reginaldo Rossi,4262,A RAPOSA E AS UVAS
Reginaldo Rossi,4480,LEVIANA
Reginaldo Rossi,6128,DOMÍNIO DO CORAÇÃO
Reginaldo Rossi,7258,TÔ DOIDÃO
Reginho e Banda Surpresa,1679,MINHA MULHER NÃO DEIXA NÃO
Regis Danese,1131,FAZ UM MILAGRE EM MIM
Regis Danese,1773,MEU DEUS É FORTE
Regis Danese,2723,FAMÍLIA
Regis Danese,2754,RESSUSCITA O MEU SONHO
Regis Danese,2950,COMPROMISSO
Regis Danese,2959,TE ADORAR
Regis Danese,2966,ALIANÇA
Reinaldo,6206,ATÉ DE MANHÃ
REM,4934,LOSING MY RELIGION
Remioromen,2178,KONAYUKI
Remioromen,18433,SANGATSU KOKONOKA
RENASCER IV,5612,GRANDES COISAS
RENASCER IV,5620,MAIS QUE VENCEDOR
RENASCER IV,5641,YESHUA HAMASHIA
Renascer Praise,2991,PROMESSA
Renascer Praise,7738,ADORADOR
Renascer Praise,7787,GRAÇAS TE DAMOS
Renascer Prise,5511,BOM ESTARMOS AQUI
Renascer Prise,5513,BUSCAR-ME-EIS
Renascer Prise,5518,CRISTO VENCEDOR
Renascer Prise,5521,DESEJAMOS
Renascer Prise,5522,DEUS DO IMPOSSÍVEL
Renascer Prise,5525,DIGNO DE LOUVOR
Renascer Prise,5528,ENTRAMOS NESTE LUGAR
Renascer Prise,5531,EU SEI QUE ESTÁS COMIGO
Renascer Prise,5579,RENDEMOS GLÓRIA
Renascer Prise,5583,SE NÃO FORA O SENHOR
RENASCER V,5619,MAIS DE TI
RENASCER V,5632,PLANO MELHOR
RENASCER V,5640,VOZ DO ESPÍRITO
Renato e seus Blue Caps,1601,A PRIMEIRA LÁGRIMA
Renato e seus Blue Caps,1602,ATÉ O FIM
Renato e Seus Blue Caps,2667,ESQUEÇA E PERDOE
Renato e seus Blue Caps,2725,MEU BEM NÃO ME QUER
Renato e seus Blue Caps,2717,NÃO ME DIGA ADEUS
Renato e Seus Blue Caps,15420,NÃO QUERO VER VOCÊ CHORAR
Renato e Seus Blue Caps,15500,PLAYBOY
Renato e Seus Blue Caps,15557,"SIM, SOU FELIZ"
Renato e Seus Blue Caps,15615,NO DIA EM QUE JESUS VOLTAR
Renato E Seus Blue Caps,3922,MENINA LINDA
Renato e Seus Blue Caps,16273,MEU PRIMEIRO AMOR
Renato e Seus Blue Caps,16398,QUANDO A CIDADE DORME
Renato E Seus Blue Caps,4125,NÃO TE ESQUECEREI
Renato E Seus Blue Caps,6211,FECHE OS OLHOS
Renato E Seus Blue Caps,7224,PRA VOCÊ NÃO SOU NINGUÉM
Renato Guimarães,7415,POEMA
Renato Luciano - Ney Matogrosso,16263,DE TODA COR
Renato Russo,3639,STRANI AMORI
Renato Russo,4040,LA FORZA DELLA VITA
Renato Russo,6539,MAIS UMA VEZ
Renato Teixeira,7924,CAVALO BRAVO
Renato Teixeira,9390,AMORA
Renato Teixeira,1201,A VIOLA E O CANTADOR
Renato Teixeira,1461,"MORENINHA, SE EU TE PEDISSE"
Renato Teixeira,1876,SAUDADE
Renato Teixeira,16201,"AMANHECEU, PEGUEI A VIOLA"
Renato Terra,7571,COISA DE MOMENTO
REO Speedwagon,19883,CAN'T FIGHT THIS FEELING
RESGATE,5618,LIBERDADE
Resgate,5501,5:50 AM
Resgate,5503,A PAZ
Resgate,5505,ABRIR OS OLHOS
Resgate,5506,ACUSADOR
Resgate,5516,CONTROLE
Resgate,5519,DANIEL
Resgate,5535,FLORZINHA
Resgate,5536,FOGO
Resgate,5545,LEVE FARDO
Resgate,5555,MISTÉRIO
Resgate,5560,PAPO DE LÓKI
Resgate,5561,PARALELO
Resgate,5565,PRÍNCIPE
Resgate,5568,QUEM É ELE
Resgate,5581,ROCK DA VOVÓ
Resgate,5585,SOBRE A ROCHA
Resgate,5586,SOLIDÃO
Resgate,5588,TEMPO
Resgate,5596,VIDA
Restart,1510,RECOMEÇAR
Restart,1593,LEVO COMIGO
Restart,2780,VOU CANTAR
Restart,2892,MENINA ESTRANHA
Restart,2921,MINHA ESTRELA
Restart,15246,CARA DE SANTA
Restart,15956,RENASCER
Revelação,6418,GRADES DO CORAÇÃO
Revelação,6796,TALVEZ
Ricardo & Eduardo,1542,"BEIJO, ME LIGA"
Ricardo Braga,6397,UMA ESTRELA VAI BRILHAR
Ricardo Chaves,1726,MIL CIDADES
Ricardo Chaves,3986,ACABOU
Ricardo Chaves,3185,O BICHO
Richard Marx,9161,RIGHT HERE WAITING
Richard Marx,19803,HAZARD
Richard Marx,4747,NOW AND FOREVER
Richie Valens,4704,DONNA
Rick Astley,9019,CRY FOR HELP
Rick Astley,9142,NEVER GONNA GIVE YOU UP
Rick E Rener,1735,ESCOLTA DE VAGALUMES
Rick E Rener,6820,EU MEREÇO
Rick E Rener,6952,NÓIS TROPICA MAIS NÃO CAI
Rick e Rener - Rionegro e Solimões,15708,O BOTECO ENVENENOU
Rick E Renner,7608,FILHA
Rick e Renner,9370,VOU GANHAR VOCÊ
Rick e Renner,7933,CREDENCIAL
Rick e Renner,9421,COISA DE DEUS
Rick e Renner,9402,BERRANDO QUE NEM BOI
Rick e Renner,9685,HOMEM CARENTE
Rick e Renner,9850,"NEGATIVO, POSITIVO"
Rick e Renner,9860,PASSE O TEMPO QUE PASSAR
Rick e Renner,9853,NOSSA SENHORA APARECIDA
Rick e Renner,9889,"TE AMO, PAI"
Rick e Renner,1232,RIACHO SERENO
Rick e Renner,1453,FAZ AMOR QUE PASSA
Rick e Renner,1458,MÃE
Rick e Renner,15850,MIL VEZES CANTAREI
Rick e Renner,15989,MAIS QUE PAI E FILHO
Rick E Renner,4076,ELA É DEMAIS
Rick E Renner,4233,"ENROSCA, ENROSCA"
Rick E Renner,4244,O QUE É QUE ELA TEM!...
Rick E Renner,4266,CARA DE PAU
Rick E Renner,4362,MULEKA
Rick E Renner,4395,FIM DE SEMANA
Rick E Renner,4460,VEM ME NAMORAR
Rick E Renner,6027,PRA FICAR DEZ
Rick E Renner,6115,SEGUIR EM FRENTE
Rick E Renner,6263,O AMOR E EU
Rick E Renner,6299,MINHA LUZ
Rick E Renner,6368,"É DEZ, É CEM, É MIL"
Rick E Renner,6510,SÓ PENSANDO EM VOCÊ
Rick E Renner,6571,EU SEM VOCÊ
Rick E Renner,6738,NOS BARES DA CIDADE
Rick E Renner,6846,BEBEDEIRA
Rick E Renner,7109,DOIDINHO POR VOCÊ
Rick E Renner,7254,TCHAU SAUDADE
Rick E Renner,7275,VOCÊ DECIDE
Rick E Renner,7189,"NÃO QUERO, MAS EU TE AMO"
Rick James - Smokey Robinson,19331,EBONY EYES
Rick Martin,3574,MARIA
Rick Martin,3958,LA COPA DE LA VIDA
Rick Sollo,1943,DE VOLTA PRO MEU CORAÇÃO
Rick Vallen,7945,DIZEM QUE EU MUDEI
Rick Vallen,1339,PRA SER AMOR
Ricky Martin,4833,LIVIN' LA VIDA LOCA
Ricky Martin,19474,SHE'S ALL I EVER HAD
Ricky Martin - Joss Stone,19909,THE BEST THING ABOUT ME IS YOU
Ricky Martin with Meja,4955,PRIVATE EMOTION (WITH MEJA)
Rie Fu,18613,DECAY
Right Said Fred,19581,I'M TOO SEXY
Righteous Brothers,4553,UNCHAINED MELODY
Rihanna,2633,UNFAITHFUL
Rihanna,19026,WE FOUND LOVE
Rihanna,19030,YOU DA ONE
Rihanna,19045,CALIFORNIA KING BED
Rihanna,19065,ONLY GIRL (IN THE WORLD)
Rihanna,19170,DIAMONDS
Rihanna,19310,TAKE A BOW
Rihanna,19319,WHERE HAVE YOU BEEN
Rihanna,19517,TE AMO
Rihanna,19611,DON'T STOP THE MUSIC
Rihanna,19661,LOVE ON THE BRAIN
Rihanna,19809,SHUT UP AND DRIVE
Rihanna,19939,S&M
Rihanna - Jay Z,19637,UMBRELLA
Rihanna - Mikky Ekko,19270,STAY
Rihanna - Ne-Yo,19251,HATE THAT I LOVE YOU
Rinaldo E Liriel,6371,EU NUNCA MAIS VOU TE ESQUECER
Rinken Band,5330,ARIGATOU
Rio Negro E Solimões,6888,AJEITE O TREM AÍ
Rionegro E Solimões,7640,MINHA SERENATA
Rionegro E Solimões,7711,TÔ MAL
Rionegro e Solimões,9303,O GRITO DA GALERA
Rionegro e Solimões,9362,VIDA DE CÃO
Rionegro e Solimões,9460,FLORESCE
Rionegro e Solimões,9882,SÓ EU SEI
Rionegro e Solimões,9899,TRAZ MAIS UMA
Rionegro e Solimões,9909,VIDA LOUCA
Rionegro e Solimões,1148,MOÍDO DE PAIXÃO
Rionegro e Solimões,2747,ONDE ANDA VOCÊ
Rionegro e Solimões,15310,O COWBOY VAI TE PEGAR
Rionegro E Solimões,4151,DE SÃO PAULO A BELÉM
Rionegro E Solimões,4261,A GENTE SE ENTREGA
Rionegro E Solimões,4312,FALTA VOCÊ
Rionegro E Solimões,4375,SÓ LEMBRANÇAS
Rionegro E Solimões,4389,BATE O PÉ
Rionegro E Solimões,4439,FRIO DA MADRUGADA
Rionegro E Solimões,6024,ORVALHO DA SAUDADE
Rionegro E Solimões,6089,BRETE DA SOLIDÃO
Rionegro E Solimões,6154,SÓ ALEGRIA
Rionegro E Solimões,6181,LENHA
Rionegro E Solimões,6279,TÁ MENTINDO
Rionegro E Solimões,6437,TÔ POR AÍ
Rionegro E Solimões,6459,ESTRELA GUIA
Rionegro E Solimões,6593,TEMPORAL DE LÁGRIMAS
Rionegro E Solimões,6620,NA SOLA DA BOTA
Rionegro E Solimões,6657,MADRUGADA TRISTE
Rionegro E Solimões,6728,DE BEM COM A VIDA
Rionegro E Solimões,7066,BALANÇOU SACUDIU
Rionegro E Solimões,7125,EU DE CÁ VOCÊ DE LÁ
Rita Coolidge,19718,WE'RE ALL ALONE
Rita de Cássia,1506,CAMA VAZIA
Rita Lee,7439,SAÚDE
Rita Lee,7377,LUZ DEL FUEGO
Rita Lee,7642,MUTANTE
Rita Lee,7558,ARROMBOU A FESTA
Rita Lee,9510,PEGA RAPAZ
Rita Lee,9535,SÓ DE VOCÊ
Rita Lee,9672,ESSE TAL DE ROQUE ENROW
Rita Lee,1206,CECY BOM (C'EST SI BON)
Rita Lee,3509,BAILA COMIGO
Rita Lee,3025,BANHO DE ESPUMA
Rita Lee,3041,CASO SÉRIO
Rita Lee,3124,LANÇA PERFUME
Rita Lee,3061,DESCULPE O AUÊ
Rita Lee,3103,FLAGRA
Rita Lee,3135,MANIA DE VOCÊ
Rita Lee,3201,OVELHA NEGRA
Rita Lee,1862,AMBIÇÃO
Rita Lee,2815,REZA
Rita Lee,15706,MENINO BONITO
Rita Lee,16010,LÁ VOU EU
Rita Lee,3610,COISAS DA VIDA
Rita Lee,3674,NEM LUXO NEM LIXO
Rita Lee,4357,JARDINS DA BABILÔNIA
Rita Lee,6022,O AMOR EM PEDAÇOS
Rita Lee,6212,COR-DE-ROSA CHOQUE
Rita Lee,6270,PRA VOCÊ EU DIGO SIM
Rita Lee,6364,COISAS DE CASAL
Rita Lee,6523,AGORA SÓ FALTA VOCÊ
Rita Lee,6647,AMOR E SEXO
Rita Lee,6756,TUDO VIRA BOSTA
Rita Lee,6784,MEIO FIO
Rita Lee,3065,DOCE VAMPIRO
Rita Lee,16622,BEM ME QUER
Rita Lee e Zélia Duncan,2734,PAGU
Rita Lee-Roberto De Carvalho,7308,BWANA
Rita Ora,19212,HOW WE DO (PARTY)
Rita Pavone,3701,DATEMI UN MARTELO (REMIX)
Rita Pavone,7006,CHE M'IMPORTA DEL MONDO
Rita Pavone,7011,COME TE NON C'E NESSUNO
Rita Pavone,7015,FORTISSIMO
Rita Ribeiro,7609,FILHOS DA PRECISÃO
Rita Ribeiro,16045,HÁ MULHERES
Ritchie,7292,A VIDA TEM DESSAS COISAS
Ritchie,7479,VÔO DE CORAÇÃO
Ritchie,9681,FALA
Ritchie,3440,PELO INTERFONE
Ritchie,3434,MENINA VENENO
Ritchie,3442,POR QUE FUI TE AMAR ASSIM
Ritchie,2682,CASANOVA
Ritchie,4058,TRANSAS
Ritchie ,1257,LÁGRIMAS DEMAIS 
Rob Thomas,19130,LONELY NO MORE
Robbie Williams,9052,SEXED UP
Robbie Williams,4859,ANGELS
Robbie Williams,4866,BETTER MAN
Robbie Williams,4958,ROAD TO MANDALAY
Robbie Williams,19249,FEEL
Robbie Williams,19304,ROCK DJ
Robbie Williams,19411,COME UNDONE
Robbie Williams - Pet Shop Boys,19746,SHE'S MADONNA
Robbie Williams & Nicole Kidman,9057,SOMETHIN' STUPID
Robbie Williams ,9206,BEYOND THE SEA 
Robbie Williams ,9241,ADVERTISING SPACE 
Robert Plant,9167,SEA OF LOVE
Roberta Campos,15635,VARRENDO A LUA
Roberta Campos,15898,FELICIDADE
Roberta Campos,16034,MINHA FELICIDADE
Roberta Campos,16303,ABRIGO
Roberta Campos,16670,TODO DIA
Roberta Campos e Nando Reis,2906,DE JANEIRO A JANEIRO
Roberta Flack,5901,FEEL LIKE MAKING LOVE
Roberta Flack,5986,THE CLOSER I GET TO YOU
Roberta Flack,4530,KILLING ME SOFTLY WITH HIS SONG
Roberta Flack & Peabo Bryson,4984,TONIGHT I CELEBRATE MY LOVE FOR YOU
Roberta Kelly,19360,ZODIACS
Roberta Miranda,7412,POBRE ESPERANÇA
Roberta Miranda,3344,SÃO TANTAS COISAS
Roberta Miranda,3521,"EU TE AMO, TE AMO, TE AMO"
Roberta Miranda,3331,MEU DENGO
Roberta Miranda,15540,MARCAS
Roberta Miranda,15752,SOL DA MINHA VIDA
Roberta Miranda,3977,SEMPRE MAIS
Roberta Miranda,3982,A MULHER EM MIM
Roberta Miranda,4153,É AMOR DEMAIS
Roberta Miranda,4181,AMANHÃ
Roberta Miranda,4365,NO CORAÇÃO A PAIXÃO NA CABEÇA O CIÚME
Roberta Miranda,6133,FAZ AMOR COMIGO
Roberta Miranda,6165,ATRAÇÃO FATAL
Roberta Miranda,6288,BOLERO NUNCA MAIS
Roberta Miranda,6781,HISTÓRIA DO SERTÃO
Roberta Miranda,3360,DÓI
Roberta Miranda,3396,VÁ COM DEUS
Roberta Sá,9607,AMOR BLUE
Roberta Sá,1829,JANEIROS
Roberta Sá,15057,PELAS TABELAS
Roberta Sá,15092,SAMBA DE AMOR E ÓDIO
Roberta Sá,15121,GIRANDO NA RENDA
Roberta Sá,15868,SAMBA DE UM MINUTO
Roberta Sá,16036,PAVILHÃO DE ESPELHOS
Roberta Sá,6683,A VIZINHA DO LADO
Roberta Sá - Gilberto Gil - Jorge Ben Jor,16513,ELA DIZ QUE ME AMA
Roberta Sá e Lenine,1555,FOGO E GASOLINA
Roberto Carlos,3309,CAFÉ DA MANHÃ
Roberto Carlos,3074,EMOÇÕES
Roberto Carlos,3336,O PROGRESSO
Roberto Carlos,3597,TEM COISAS QUE A GENTE NÃO TIRA DO CORAÇÃO
Roberto Carlos,3164,MULHER PEQUENA
Roberto Carlos,3200,OUTRA VEZ
Roberto Carlos,3580,MULHER DE 40
Roberto Carlos,3063,DETALHES
Roberto Carlos,3080,ESQUEÇA (FORGET HIM)
Roberto Carlos,3403,AMIGOS DO PEITO
Roberto Carlos,3012,AMADA AMANTE
Roberto Carlos,3087,EU E ELA
Roberto Carlos,3315,CORAÇÃO
Roberto Carlos,3050,COISA BONITA
Roberto Carlos,3338,OS SEUS BOTÕES
Roberto Carlos,1815,DE QUE VALE TUDO ISSO
Roberto Carlos,1816,É PAPO FIRME
Roberto Carlos,1819,VOCÊ DEIXOU ALGUÉM A ESPERAR
Roberto Carlos,1823,AQUELE BEIJO QUE TE DEI
Roberto Carlos,1836,FOLHAS DE OUTONO 
Roberto Carlos,1850,"PAREI, OLHEI "
Roberto Carlos,1852,É TEMPO DE AMAR 
Roberto Carlos,1859,"MEU QUERIDO, MEU VELHO, MEU AMIGO"
Roberto Carlos,1870,O CÔNCAVO E O CONVEXO
Roberto Carlos,1877,SÓ VOU GOSTAR DE QUEM GOSTA DE MIM
Roberto Carlos,1883,BRUCUTU
Roberto Carlos,1889,MEXERICO DA CANDINHA
Roberto Carlos,1892,COMO É BOM SABER
Roberto Carlos,1904,HISTÓRIA DE UM HOMEM MAU
Roberto Carlos,1917,OS SETE CABELUDOS
Roberto Carlos,1922,NOITE DE TERROR 
Roberto Carlos,1925,O PORTÃO
Roberto Carlos,1936,O SÓSIA
Roberto Carlos,1938,ROSINHA 
Roberto Carlos,1975,DESABAFO
Roberto Carlos,1982,A NAMORADA
Roberto Carlos,2669,EU QUERO APENAS
Roberto Carlos,2691,LUZ DIVINA
Roberto Carlos,2721,ESPERANDO VOCÊ
Roberto Carlos,2762,NÃO SE ESQUEÇA DE MIM
Roberto Carlos,2763,NINGUÉM VAI TIRAR VOCÊ DE MIM
Roberto Carlos,2743,NOSSO AMOR
Roberto Carlos,2852,"ILEGAL, IMORAL OU ENGORDA"
Roberto Carlos,2860,SE VOCÊ PENSA
Roberto Carlos,2861,COMO DOIS É DOIS
Roberto Carlos,2865,ESSE CARA SOU EU
Roberto Carlos,2896,ROTINA
Roberto Carlos,2901,A MENINA E O POETA
Roberto Carlos,2902,AS BALEIAS
Roberto Carlos,15012,FURDÚNCIO
Roberto Carlos,15185,PELO AVESSO
Roberto Carlos,15233,JOGO DE DAMAS
Roberto Carlos,15237,O HOMEM
Roberto Carlos,15238,O HOMEM BOM
Roberto Carlos,15242,A MULHER QUE EU AMO
Roberto Carlos,15267,PROMESSA
Roberto Carlos,15309,O AMOR É MAIS
Roberto Carlos,15492,MEU MENINO JESUS
Roberto Carlos,15525,CARTAS DE AMOR (LOVE LETTERS)
Roberto Carlos,15527,COMO AS ONDAS DO MAR
Roberto Carlos,15564,ANA
Roberto Carlos,15609,EU AMO DEMAIS
Roberto Carlos,15614,NÃO É PAPO PRA MIM
Roberto Carlos,15669,O DIVÃ
Roberto Carlos,15681,A CIGANA
Roberto Carlos,15745,QUANDO EU QUERO FALAR COM DEUS
Roberto Carlos,15757,TUDO PARA
Roberto Carlos,15768,COSTUMES
Roberto Carlos,15780,O SHOW JÁ TERMINOU
Roberto Carlos,15783,PRECISO LHE ENCONTRAR
Roberto Carlos,15799,VOCÊ NÃO SABE
Roberto Carlos,15831,O MOÇO VELHO
Roberto Carlos,15924,"EU TE AMO, TE AMO, TE AMO"
Roberto Carlos,15983,À JANELA
Roberto Carlos,15962,AMOR PERFEITO
Roberto Carlos,16023,A MONTANHA
Roberto Carlos,3700,COMO VAI VOCÊ ?
Roberto Carlos,3751,EU PRECISO DE VOCÊ
Roberto Carlos,3825,AMANTE À MODA ANTIGA
Roberto Carlos,3881,LOBO MAU
Roberto Carlos,3905,AS CANÇÕES QUE VOCÊ FEZ PRA MIM
Roberto Carlos,3913,FALANDO SÉRIO
Roberto Carlos,3930,QUANDO
Roberto Carlos,3985,ABRAZAME SÍ
Roberto Carlos,3994,CORRO DEMAIS
Roberto Carlos,3999,FERA FERIDA
Roberto Carlos,4087,NOSSA SENHORA
Roberto Carlos,4100,VOCÊ NÃO SERVE PRA MIM
Roberto Carlos,4139,VÊ SE VOLTA PRA MIM
Roberto Carlos,4147,CAMINHONEIRO
Roberto Carlos,4149,CAVALGADA
Roberto Carlos,4209,PROPOSTA
Roberto Carlos,4270,EU TE DAREI O CÉU
Roberto Carlos,4320,LADY LAURA
Roberto Carlos,4352,FORÇA ESTRANHA
Roberto Carlos,4402,NAMORADINHA DE UM AMIGO MEU
Roberto Carlos,4421,A GUERRA DOS MENINOS
Roberto Carlos,4432,DE TANTO AMOR
Roberto Carlos,4469,CUSTE O QUE CUSTAR
Roberto Carlos,6023,O CALHAMBEQUE
Roberto Carlos,6045,AMOR SEM LIMITE
Roberto Carlos,6085,AS CURVAS DA ESTRADA DE SANTOS
Roberto Carlos,6188,O GRANDE AMOR DA MINHA VIDA
Roberto Carlos,6209,CAMA E MESA
Roberto Carlos,6316,TODOS ESTÃO SURDOS
Roberto Carlos,6329,E POR ISSO ESTOU AQUI
Roberto Carlos,6387,SUA ESTUPIDEZ
Roberto Carlos,6425,NEGRO GATO
Roberto Carlos,7042,A GAROTA DO BAILE
Roberto Carlos,7061,ARRASTA UMA CADEIRA
Roberto Carlos,7130,EU SOU TERRÍVEL
Roberto Carlos,7208,PAREI NA CONTRAMÃO
Roberto Carlos,7209,PEGA LADRÃO
Roberto Carlos,7004,CANZONE PER TE
Roberto Carlos,7039,UN GATTO NEL BLU
Roberto Carlos,3235,QUERO QUE VÁ TUDO PRO INFERNO
Roberto Carlos,3314,COMO É GRANDE O MEU AMOR POR VOCÊ
Roberto Carlos ,7126,EU DISSE ADEUS
Roberto Carlos - Jennifer Lopez,16422,CHEGASTE
Roberto Carlos E Balão Mágico,7116,É TÃO LINDO
Roberto Leal,9437,DEIXA VIR O NATAL
Roberto Leal,1304,O IMIGRANTE
Roberto Leal,3743,CASA PORTUGUESA
Roberto Leal ,1091,BATE O PÉ 
Roberto Leal ,1099,VERDE VINHO 
Roberto Livi,7997,MARIA ISABEL
Roberto Muller,2704,ENTRE ESPUMAS
Roberto Ribeiro,9551,TODO MENINO É UM REI
Roberto Trevisan,6879,UM MATUTO EM NEW YORK
Robin S,19747,SHOW ME LOVE
Robinson Monteiro,6307,PRA SEMPRE EU VOU TE AMAR
Rockwell,4588,KNIFE
Rod Stewart,4840,SAILING
Rod Stewart,9173,SOME GUYS HAVE ALL THE LUCK
Rod Stewart,5915,I DON'T WANT TO TALK ABOUT IT
Rod Stewart,19378,FOREVER YOUNG
Rod Stewart,19509,MY HEART CAN'T TELL YOU NO
Rodrigo Faro,4484,NÃO DIGA NADA
Rodrigo Santos,1389,NÃO VÁ
Rodrigo Snatos,9507,PÃO-DURO
Rodriguinho,9858,PALAVRA DE AMIGO
Rodriguinho,2796,LUZ NA ESCURIDÃO
Rodriguinho e Nana Damasceno,1222,O AMOR VENCEU
Rodriguinho e Thiaguinho ,1078,FATALMENTE 
Roger e Robson,1219,LINDA MENINA
Roger e Robson-Eduardo Costa,1680,QUÍMICA
Rolando Boldrin,9473,MANHÃ BONITA
Rolling Stones,4908,(I CAN'T GET NO) SATISFACTION
Rolling Stones,4960,RUBY TUESDAY
Rolling Stones,4860,ANGIE
Rolling Stones,4927,JUMPIN' JACK FLASH
Rolling Stones,4991,WILD HORSES
Rolling Stones,2613,LADY JANE
Rolling Stones,4567,AS TEARS GO BY
Ronaldo Bezerra,2999,TU ÉS SANTO
Ronaldo E Os Barcelos,3954,FELIZ ANIVERSÁRIO
Ronaldo Resedá,15743,PLUMAS E PAETÊS
Ronaldo Resedá,6380,MARROM GLACÊ
Ronaldo Resedá,6824,KITCH ZONA SUL
Ronnie Von,9405,CACHO DE UVA
Ronnie Von,1360,DIA DE FOLGA
Ronnie Von,1370,TEMPO DE ACORDAR
Ronnie Von,2711,MEU BEM
Ronnie Von,15566,CAVALEIRO DE ARUANDA
Ronnie Von,15616,O CARPINTEIRO (IF I WERE A CARPENTER)
Ronnie Von,15617,O PEQUENO PRÍNCIPE
Ronnie Von,4145,CACHOEIRA
Ronnie Von,3003,A PRAÇA
Rosa de Saron,15676,SEM VOCÊ
Rosa de Saron,15729,CARTAS AO REMETENTE
Rosa Passos,7161,LADEIRA DA PREGUIÇA
Rosana,9505,ONDE O AMOR ME LEVA
Rosana,9441,DIRETO NO OLHAR
Rosana,1611,MÚSICA E LÁGRIMA
Rosana,1806,CUSTE O QUE CUSTAR
Rosana,1927,ORAÇÃO (Disney)
Rosana,4366,O AMOR E O PODER
Rosana,3480,NEM UM TOQUE
Rosana ,1764,AMOR DIVIDIDO
ROSE NASCIMENTO,5639,VITÓRIA DE ELIAS
Rose Nascimento,7783,FIEL POR TODA VIDA
Rose Nascimento,7872,SEMPRE FIEL
Rosemary,6018,JÓIA
Rouge,6499,NÃO DÁ PRA RESISTIR
Rouge,6507,RAGATANGA (ASEREJÉ)
Rouge,6527,BEIJO MOLHADO 
Rouge,6564,BRILHA LA LUNA
Rouge,6639,UM ANJO VEIO ME FALAR
Rouge,6725,BLÁ BLÁ BLÁ
Rouge,6829,PÁ PÁ LÁ LÁ
Roupa Nova,9351,UM ANJO MUITO ESPECIAL
Roupa Nova,9638,CHAMA
Roupa Nova,1221,NATAL TODO DIA
Roupa Nova,1494,COM VOCÊ FAZ SENTIDO
Roupa Nova,1567,ME FAÇA UM FAVOR
Roupa Nova,1700,OS CORAÇÕES NÃO SÃO IGUAIS
Roupa Nova,3253,SEGUINDO NO TREM AZUL
Roupa Nova,3502,A FORÇA DO AMOR
Roupa Nova,3515,DE VOLTA PRO FUTURO
Roupa Nova,3300,WHISKY A GO-GO
Roupa Nova,3514,CRISTINA
Roupa Nova,3550,VOLTA PRA MIM
Roupa Nova,3405,ANJO
Roupa Nova,3313,"COMEÇO, MEIO E FIM"
Roupa Nova,3527,LINDA DEMAIS
Roupa Nova,3553,AMAR É...
Roupa Nova,15387,MISTÉRIOS
Roupa Nova,15434,SONHO
Roupa Nova,3630,NOSSA HISTÓRIA
Roupa Nova,16466,A PAZ
Roupa Nova,4020,VOCÊ NO CORAÇÃO
Roupa Nova,4102,BEM MAIOR
Roupa Nova,4104,CLAREAR
Roupa Nova,4214,SENSUAL
Roupa Nova,4218,TÍMIDA
Roupa Nova,4265,CANÇÃO DE VERÃO
Roupa Nova,4471,DEIXA O AMOR ACONTECER
Roupa Nova,6067,MEU UNIVERSO É VOCÊ
Roupa Nova,6125,CORAÇÃO PIRATA
Roupa Nova,6273,SAPATO VELHO
Roupa Nova,6287,BEM SIMPLES
Roupa Nova,6634,SHOW DE ROCK'N ROLL
Roupa Nova,6835,RAZÃO DE VIVER
Roupa Nova,6842,À FLOR DA PELE
Roupa Nova,6928,JÁ NEM SEI MAIS
Roupa Nova,6936,MARGARIDA
Roupa Nova,6943,MUITO MAIS
Roupa Nova,7097,CORAÇÕES PSICODÉLICOS
Roupa Nova,3005,A VIAGEM
Roupa Nova,3068,DONA
Roupa Nova - Maite Perroni,16582,DESTINO O CASUALIDAD (DESTINO OU ACASO)
Roupa Nova e Cláudia Leite,9353,UM SONHO A DOIS
Roupa Nova e Ivete Sangalo,1616,O SAL DA TERRA
Roxette,4832,LISTEN TO YOUR HEART
Roxette,4977,THE LOOK
Roxette,5896,DRESSED FOR SUCCESS
Roxette,5927,JOYRIDE
Roxette,2587,FADING LIKE A FLOWER
Roxette,19181,HOW DO YOU DO
Roxette,19389,MILK AND TOSTED HONEY
Roxette,19647,CRASH! BOOM! BANG!
Roxette,19691,DANGEROUS
Roxette,19756,VULNERABLE
Roxette,19793,QUEEN OF RAIN
Roxette,19879,SLEEPING IN MY CAR
Roxette,4727,IT MUST HAVE BEEN LOVE
Roxette,4771,SPENDING MY TIME
Roy Orbison,9076,YOU GOT IT
Roy Orbison,4757,PRETTY WOMAN
